posted_speed_limit,weather_condition,lighting_condition,alignment,roadway_surface_cond,num_units,crash_hour,crash_day_of_week,crash_month,sex,age,serious_accident
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,4,8,1,51.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,10,7,6,1,28.0,0
30,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,6,5,0,75.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,6,9,1,60.0,0
30,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,17,1,3,0,21.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,3,12,0,73.0,0
35,RAIN,DUSK,STRAIGHT AND LEVEL,WET,2,17,7,10,1,23.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,22,7,12,0,26.0,0
35,RAIN,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,4,7,8,1,56.0,0
35,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,21,6,9,1,38.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,18,2,9,0,49.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,2,11,0,62.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,2,18,4,8,0,28.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,3,2,1,62.0,0
10,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,16,3,3,0,24.0,0
35,CLEAR,DARKNESS,STRAIGHT AND LEVEL,WET,2,22,6,5,1,41.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,12,1,1,0,19.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,21,7,6,1,46.0,0
20,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,12,1,12,1,46.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,2,9,0,30.0,0
30,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,9,2,4,1,64.0,0
30,CLEAR,DUSK,STRAIGHT AND LEVEL,DRY,2,22,1,12,1,58.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,1,8,0,40.0,0
0,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,5,12,1,39.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,21,5,6,1,50.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,7,7,0,44.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,16,2,7,0,26.0,0
35,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,13,6,2,1,48.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,15,5,6,0,40.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,17,2,1,1,45.0,0
5,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,2,4,1,37.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,17,5,4,0,23.0,0
15,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,2,4,0,57.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,5,6,0,48.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,4,9,0,45.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,3,5,0,23.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD","CURVE, LEVEL",DRY,2,20,7,1,0,57.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,7,10,1,46.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,4,4,1,33.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,UNKNOWN,3,22,4,9,1,38.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,18,1,8,0,23.0,0
15,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,3,13,3,1,1,43.0,0
30,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,13,7,11,0,26.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,3,12,1,58.0,0
10,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,3,10,0,73.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,1,1,4,0,43.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,5,5,1,26.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,4,6,4,1,24.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,21,3,3,0,21.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,1,18,4,5,1,63.0,0
10,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,19,2,6,1,51.0,0
20,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,5,1,1,24.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,19,6,11,1,61.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,5,7,1,56.0,0
30,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,19,6,12,1,56.0,0
30,SNOW,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,SNOW OR SLUSH,2,21,4,1,1,45.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,7,5,0,38.0,0
30,UNKNOWN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,10,3,5,1,22.0,0
25,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,1,7,4,1,24.0,0
30,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,11,6,11,0,44.0,0
30,CLEAR,DAWN,STRAIGHT AND LEVEL,DRY,2,6,3,12,1,47.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,8,4,2,1,42.0,0
30,CLEAR,DAYLIGHT,STRAIGHT ON GRADE,DRY,2,15,3,7,1,25.0,0
30,CLEAR,DAYLIGHT,STRAIGHT ON GRADE,DRY,2,7,5,2,1,44.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,1,2,6,1,52.0,0
30,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,20,2,12,1,19.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,4,2,1,71.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,2,5,1,28.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,21,5,1,0,23.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,19,5,3,1,18.0,0
25,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,3,20,5,10,1,57.0,0
30,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,15,7,1,0,30.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,6,10,1,58.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,19,6,3,0,53.0,0
30,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT ON HILLCREST,DRY,2,7,6,7,1,32.0,0
35,RAIN,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,21,7,8,0,43.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,2,7,1,19.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,4,9,1,61.0,0
35,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,19,3,12,0,30.0,0
30,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,20,6,3,1,53.0,0
40,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,6,3,0,38.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,3,10,1,44.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,5,8,1,21.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,8,6,1,0,21.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,5,12,0,66.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,ICE,2,11,7,1,0,30.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,5,3,1,42.0,0
35,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,19,4,4,0,32.0,0
25,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,20,5,1,0,39.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,5,8,1,20.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,6,6,1,28.0,0
35,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,18,6,11,1,37.0,0
30,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,8,6,3,1,61.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,3,6,0,23.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,4,7,0,37.0,0
30,CLEAR,DUSK,STRAIGHT AND LEVEL,DRY,2,19,5,8,0,16.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,6,5,1,29.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,23,7,7,0,56.0,0
45,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,22,6,11,1,74.0,0
25,CLEAR,DAWN,STRAIGHT AND LEVEL,DRY,1,16,7,12,0,36.0,0
10,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,1,2,11,0,41.0,0
35,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL,UNKNOWN,2,21,3,10,1,28.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,2,15,3,7,0,56.0,0
15,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,6,8,1,26.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,0,6,11,1,51.0,0
25,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,1,1,8,1,23.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,5,6,1,23.0,0
15,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT ON HILLCREST,DRY,1,11,4,10,0,24.0,0
15,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,1,9,1,20.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,6,9,0,62.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,5,10,1,45.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,1,10,1,24.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,13,6,10,0,20.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,21,3,10,1,37.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,5,8,0,53.0,0
30,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,WET,1,15,1,3,0,36.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,4,3,0,38.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,4,2,0,34.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,3,4,0,47.0,0
25,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,4,1,11,0,41.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,19,6,12,1,63.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,1,10,0,28.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,18,7,6,0,33.0,0
20,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,6,2,1,56.0,0
20,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,21,7,1,0,33.0,0
10,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,10,5,9,0,28.0,0
10,CLEAR,UNKNOWN,STRAIGHT AND LEVEL,DRY,2,13,4,11,0,23.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,15,6,7,1,21.0,0
30,SNOW,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,SNOW OR SLUSH,1,18,1,12,1,31.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,7,5,8,1,26.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,5,9,1,43.0,0
20,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,7,9,1,48.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,1,1,11,0,27.0,0
30,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,12,4,2,1,16.0,1
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,16,4,10,0,19.0,0
30,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL,UNKNOWN,2,22,4,6,1,29.0,1
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,7,11,0,51.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,7,8,0,65.0,0
35,CLEAR,DAWN,STRAIGHT AND LEVEL,DRY,2,19,7,9,1,23.0,0
30,CLEAR,DUSK,STRAIGHT AND LEVEL,DRY,2,18,1,10,1,60.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,3,4,1,51.0,0
45,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,2,11,1,21.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,12,5,2,1,50.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,7,5,0,43.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,7,3,1,45.0,0
15,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,4,11,0,28.0,0
15,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,7,5,0,46.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,6,9,1,43.0,0
25,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,6,3,8,1,63.0,0
35,CLEAR,DUSK,STRAIGHT AND LEVEL,DRY,2,18,4,9,1,32.0,0
30,CLEAR,DAYLIGHT,CURVE ON HILLCREST,DRY,2,15,6,10,1,36.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,2,9,1,28.0,0
20,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,22,1,6,1,45.0,0
30,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL,UNKNOWN,1,19,4,5,1,57.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,3,10,1,56.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,4,2,6,1,25.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,6,6,0,64.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,4,5,0,62.0,0
10,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,22,4,6,1,47.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,4,10,1,24.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,5,2,1,70.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,6,5,0,43.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,3,1,1,60.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,2,9,0,59.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,2,8,0,70.0,1
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,6,7,1,30.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,15,6,12,1,22.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,4,12,0,39.0,0
30,CLEAR,DUSK,STRAIGHT AND LEVEL,DRY,2,16,2,11,1,31.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,6,5,1,42.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,4,17,1,7,0,24.0,0
30,RAIN,DARKNESS,STRAIGHT AND LEVEL,WET,3,23,6,10,1,21.0,0
30,CLEAR,DAWN,STRAIGHT AND LEVEL,DRY,2,22,7,3,0,64.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,15,4,8,1,37.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,22,2,10,0,44.0,0
30,UNKNOWN,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,2,12,5,6,0,35.0,0
30,RAIN,DUSK,STRAIGHT AND LEVEL,WET,2,19,4,6,1,32.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,6,10,1,70.0,0
30,CLOUDY/OVERCAST,DAWN,STRAIGHT AND LEVEL,DRY,2,6,7,12,1,48.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,6,11,1,50.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,5,3,1,40.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,6,1,1,26.0,0
15,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,5,5,0,53.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,3,7,0,20.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,5,3,1,29.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,1,15,4,1,1,39.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,16,6,12,1,32.0,0
15,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,9,3,5,0,43.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,2,6,1,69.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,18,5,12,1,68.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,3,7,1,73.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,1,3,3,1,63.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,16,4,2,0,77.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,13,2,8,1,27.0,0
10,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,1,4,7,5,0,62.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,4,4,0,67.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,17,7,6,0,37.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,7,5,0,48.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,7,2,0,61.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,6,4,9,1,32.0,1
35,CLEAR,"DARKNESS, LIGHTED ROAD","CURVE, LEVEL",DRY,1,2,1,4,0,33.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,7,5,0,57.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,3,12,1,48.0,0
30,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,3,11,1,58.0,0
40,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,3,8,1,44.0,0
25,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,1,0,7,11,1,23.0,0
25,CLEAR,DUSK,STRAIGHT AND LEVEL,DRY,2,20,6,5,0,30.0,0
55,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,2,11,1,59.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,16,2,10,0,51.0,0
0,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,8,4,3,1,31.0,0
30,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,22,7,5,1,26.0,0
20,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,9,7,1,1,58.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,7,2,1,38.0,0
30,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,2,7,3,1,27.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,1,9,1,30.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,6,8,1,30.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,6,7,0,22.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,17,3,11,0,24.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,5,5,0,71.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,0,1,4,1,21.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,7,9,0,25.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,20,3,9,1,32.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,17,4,4,1,56.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,20,2,11,1,29.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,4,4,0,34.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,7,6,3,0,58.0,0
15,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,11,4,1,1,37.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,5,6,0,20.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,3,1,8,0,31.0,1
30,CLEAR,DARKNESS,STRAIGHT AND LEVEL,UNKNOWN,2,19,5,11,1,38.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,4,1,1,30.0,0
20,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,4,1,0,53.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,7,11,1,21.0,0
15,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,7,9,0,46.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,7,4,3,0,50.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,2,9,0,48.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,7,4,1,22.0,1
30,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,20,1,4,1,46.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,5,11,0,57.0,0
40,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,11,2,4,1,61.0,0
10,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,15,5,3,1,40.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,2,5,0,18.0,0
0,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,4,6,1,28.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,2,7,0,52.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,20,2,12,1,30.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,3,9,0,44.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,16,3,5,1,67.0,0
30,CLEAR,DAWN,STRAIGHT AND LEVEL,DRY,2,17,6,11,0,25.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,UNKNOWN,2,5,7,2,1,38.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,2,3,0,33.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,23,7,7,0,25.0,0
35,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,1,5,6,3,1,29.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,3,4,0,26.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,4,7,1,64.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,16,5,5,0,34.0,0
30,RAIN,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,1,4,1,2,1,32.0,0
